NovelID,AuthorID,Sex,SexualOrientation,Author,Nationality,Born,PublicationYear,Age,Novel,Language,Original_Language,Filename,Segment,WordCount,AnalyticalThinking,Clout,Authentic,Tone,WordsPerSentence,SixLetters,Dictionary,FunctionWords,pronoun,PersonalPronouns,i,we,you,SheHe,they,ImpersonalPronouns,article,preposition,AuxiliaryVerb,adverb,conjunction,negation,verb,adjective,comparison,interrogative,number,quantifier,affect,PositiveEmotion,NegativeEmotion,anxiety,anger,sad,social,family,friend,female,male,CognitiveProcesses,insight,cause,discrepancies,tentative,certainty,differentiation,PerceptualProcesses,see,hear,feel,BiologicalProcesses,body,health,sexual,ingest,drives,affiliation,achievement,power,reward,risk,focuspast,focuspresent,focusfuture,relativity,motion,space,time,work,leisure,home,money,religion,death,informal,swear,netspeak,assent,nonfluencies,FillerWords,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostrophe,Parenthesis,OtherPunctuation
30,18,male,heterosexual,Kazuo Ishiguro,British-Japanese,1954,1989,35,The Remains of the Day,English,English,1954-1989-35 England_Male_Ishiguro_The Remains of the Day_1989.docx,1,76604,63.39,61.14,61.27,50.34,19.56,18.47,89.08,56.43,15.65,10.06,5.29,0.66,1.4,2.27,0.45,5.58,6.99,15.06,9.12,5.84,5.72,1.44,16.27,4.52,2.49,1.38,1.25,2.46,5.1,3.16,1.85,0.4,0.26,0.79,10.65,0.34,0.44,0.92,3.29,12.64,2.79,1.08,1.75,3.26,2.15,3.14,2.96,1.14,1.34,0.38,1.01,0.39,0.29,0.01,0.32,7.02,1.29,1.17,3.6,1.07,0.46,6.03,8.09,1.44,15.52,1.86,7.97,5.9,1.73,0.34,0.74,0.29,0.43,0.07,0.59,0,0.01,0.32,0.3,0.01,17.45,4.73,6.76,0.34,0.23,0.38,0.02,0.23,1.69,3.03,0,0.03
31,18,male,heterosexual,Kazuo Ishiguro,British-Japanese,1954,1995,41,The Unconsoled,English,English,1954-1995-41 England_Male_Ishiguro_The Unconsoled_1995.docx,1,207896,50.66,69.86,70.09,44.87,13.73,16.23,90.02,57.96,17.78,12.7,5.55,1.24,1.94,3.22,0.75,5.05,7.14,14.25,9.32,6.66,6.27,1.64,18.51,4.29,2.34,1.23,0.95,2.55,4.59,2.78,1.74,0.45,0.29,0.6,12.16,0.39,0.15,1.21,3.32,11.57,2.36,1.02,1.64,2.83,2.04,2.92,4.41,1.87,1.84,0.62,1.51,0.85,0.28,0.02,0.35,6.32,1.9,0.94,2.47,1.03,0.46,7.69,8.04,1.97,18.18,2.71,9.04,6.92,0.85,0.75,0.69,0.17,0.05,0.09,0.78,0.02,0.02,0.36,0.43,0.02,21.38,6.73,6.88,0.33,0.01,0.46,0.29,0.23,1.81,4.64,0,0
32,19,male,heterosexual,Sebastian Barry,Irish,1955,1998,43,The Whereabouts of Eneas McNulty,English,English,1955-1998-43 Ireland_Male_Barry_The Whereabouts of Eneas McNulty_1998.docx,1,89867,76.66,81.93,10.1,36.45,15.72,14.13,84.98,55.52,13.91,9.79,1.33,0.26,1.43,5.73,1.04,4.08,9.43,15.11,7.18,4.76,7.19,1.82,13.74,4.39,2.38,1.01,0.74,1.56,5.12,2.84,2.24,0.4,0.77,0.44,13.58,0.83,0.2,1.14,6.56,9.34,1.83,0.79,1.14,2.45,1.59,2.85,3.91,1.43,1.37,0.88,2.36,1.29,0.46,0.12,0.5,5.2,1.16,0.65,2.49,0.89,0.41,2.32,9.78,1.02,14.2,2.01,8.28,4.24,0.75,0.81,0.55,0.4,0.58,0.58,0.83,0.16,0.11,0.23,0.34,0.03,19.61,5.81,7.12,0.01,0,0.56,0.09,0.45,1.52,3.95,0,0.1
33,19,male,heterosexual,Sebastian Barry,Irish,1955,2002,47,Annie Dunne,English,English,1955-2002-47 Ireland_Male_Barry_Annie Dunne_2002.docx,1,71284,66.55,67.89,31.25,34.54,14.81,12.45,86.37,57.99,16.27,11.81,4.57,0.83,0.97,4.37,1.07,4.45,8.77,14.34,7.91,4.89,6.67,1.89,14.73,4.3,2.11,1.22,0.79,1.33,4.86,2.67,2.16,0.51,0.53,0.57,12.07,0.76,0.1,2.36,3.62,9.11,1.83,0.81,1.28,1.98,1.65,2.74,4.39,1.58,1.56,0.97,2.58,1.41,0.44,0.07,0.61,5.37,1.52,0.66,2.47,0.75,0.41,2.9,9.86,1.24,14.57,2.07,8.17,4.63,0.62,0.55,0.9,0.28,0.36,0.27,0.51,0.03,0.03,0.1,0.35,0.02,19.79,5.97,8.64,0.01,0,0.61,0.23,0.38,1.55,2.41,0,0
34,20,male,heterosexual,Roddy Doyle,Irish,1958,1993,35,Paddy Clarke Ha Ha Ha,English,English,1958-1993-35 Ireland_Male_Doyle_Paddy Clarke Ha Ha Ha_1993.docx,1,82704,40.6,66.18,42.97,30.53,8.22,9.84,88.79,58.44,20.32,15.4,5.92,1.53,1.05,5.53,1.37,4.9,7.34,12.44,10.63,4.67,5.05,2.94,21.9,3.84,2.02,1.29,1.29,1.43,3.43,1.85,1.57,0.15,0.54,0.41,13.79,0.73,0.04,1.81,4.85,9.22,1.22,1.04,1.59,1.52,1.37,3.23,5.06,1.69,2.06,1.15,2.83,1.74,0.38,0.06,0.66,6.73,1.96,0.83,2.43,1.59,0.45,12.72,5.06,0.84,16.69,3.08,9.42,4.8,0.74,0.79,0.98,0.23,0.21,0.29,1.14,0.12,0.52,0.29,0.19,0.03,21.37,11.43,3.65,0.07,0.96,0.65,0.24,0.34,0,4.04,0,0
35,20,male,heterosexual,Roddy Doyle,Irish,1958,1999,41,A Star Called Henry,English,English,1958-1999-41 Ireland_Male_Doyle_A Star Called Henry_1999.docx,1,116371,64.46,72.67,52.87,25.86,9.5,12.01,87.1,56.03,17.52,13.78,5.58,1.32,1.18,4.12,1.59,3.72,8.68,13.6,8.07,4.12,6.1,1.79,17.59,3.78,1.72,1.09,1.21,1.59,3.82,1.9,1.9,0.22,0.78,0.44,13.44,0.6,0.14,2.08,3.66,7.09,1.25,0.69,1.07,1.22,1.29,2.28,4.63,1.62,1.87,0.95,3.19,2.09,0.45,0.16,0.53,6.74,2.04,0.87,2.97,1.02,0.42,9.57,5,0.93,17.51,2.89,10.22,4.9,0.78,0.56,0.93,0.42,0.34,0.49,0.77,0.27,0.21,0.16,0.15,0.02,20.52,9.76,5.66,0.09,0.39,0.72,0.18,0.38,0,3.32,0.02,0.01
36,21,male,heterosexual,Edward St Aubyn,British,1960,1992,32,Never Mind,English,English,1960-1992-32 England_Male_Aubyn_Never Mind_1992.docx,1,40094,75.81,83.15,7.64,28.09,15.89,18.23,84.51,53.51,14.65,10.11,0.93,0.24,0.87,7.24,0.83,4.53,8.09,14.94,7.42,4.42,5.81,1.44,15.94,4.35,2.27,1.75,0.96,1.38,4.75,2.42,2.28,0.51,0.53,0.52,13.76,0.54,0.17,2.77,5.32,9.74,2.31,1.08,1.6,1.97,1.12,2.83,4.87,1.74,1.76,1.13,3.11,1.58,0.66,0.13,0.89,5.78,0.9,1.27,3.01,1.25,0.53,8.62,4.9,0.68,15.19,2.43,8.74,4.46,0.83,0.92,0.98,0.34,0.19,0.2,0.51,0.07,0.03,0.13,0.29,0.01,19.48,5.72,6.17,0.07,0.05,0.6,0.06,0.41,2.39,4,0.02,0
37,21,male,heterosexual,Edward St Aubyn,British,1960,2000,40,A Clue to the Exit,English,English,1960-2000-40 England_Male_Aubyn_A Clue to the Exit_2000.docx,1,40792,76.7,53.6,43.86,31.19,16.19,20.07,84.1,53.92,14.95,9.76,4.97,0.85,0.91,2.41,0.62,5.19,8.63,14.96,7.91,4.09,5.19,1.74,15.35,4.17,2.16,1.72,1.11,1.83,4.93,2.57,2.25,0.52,0.58,0.62,8.84,0.19,0.16,1.42,1.35,11.27,3.02,1.15,1.82,2.35,1.53,2.86,3.76,1.3,1.18,0.91,2.65,1.21,0.65,0.2,0.51,5.48,1.65,1.01,1.89,0.88,0.57,5.65,7.2,1.01,13.46,2.08,7.25,4.42,1.3,0.95,0.47,0.67,0.17,0.47,0.5,0.12,0.04,0.13,0.21,0.02,19.69,5.68,6.22,0.15,0.18,0.6,0.08,0.84,1.96,3.94,0.06,0
38,22,male,heterosexual,Will Self,British,1961,1993,32,My Idea of Fun,English,English,1961-1993-32 England_Male_Self_My Idea of Fun_1993.docx,1,102561,76.55,63.39,30.2,31.91,15.83,19.07,82.07,53.51,15.11,9.84,3.8,0.53,1.26,3.42,0.84,5.26,8.39,14.94,7.56,4.22,5.39,1.42,13.59,4.58,2.29,1.33,1,1.85,3.62,1.96,1.6,0.32,0.43,0.35,9.64,0.39,0.15,1.12,3.28,9.57,1.98,1.24,1.36,2.2,1.38,2.61,3.38,1.36,0.78,0.98,3.12,1.91,0.85,0.25,0.75,5.35,1.16,0.86,2.64,0.82,0.34,6.11,5.6,1,14.28,1.93,8.62,3.99,1.59,0.78,0.57,0.59,0.17,0.12,0.81,0.17,0.12,0.22,0.32,0.03,19.9,5.59,6.4,0.08,0.21,0.68,0.2,1.09,1.78,3.75,0.09,0.04
39,22,male,heterosexual,Will Self,British,1961,2008,47,The Butt,English,English,1961-2008-47 England_Male_Self_The Butt_2008.docx,1,99793,85.4,76.08,12.36,25.87,14.4,19.45,77.55,49.65,12.53,8.11,1.17,0.32,1.08,4.4,1.14,4.41,9.39,14.1,6.84,3.77,4.99,1.12,13.01,3.84,1.82,1.23,1.16,1.6,3.58,1.77,1.76,0.31,0.59,0.34,10.4,0.28,0.23,0.87,4.39,7.14,1.59,0.83,1.09,1.64,1.1,1.96,3.55,1.36,1.03,0.93,3.41,1.98,0.58,0.19,0.85,5.42,1.01,0.71,2.81,0.84,0.4,6.56,4.74,1.09,14.82,2.08,9.05,4.08,1.26,0.82,0.58,0.42,0.16,0.13,1.41,0.46,0.23,0.44,0.37,0.05,24.46,6.56,7.83,0.55,0.29,0.77,0.2,1.32,2.07,4.82,0,0.05
40,23,male,heterosexual,Colum McCann,Irish-American,1965,1998,33,This Side of Brightness,English,English,1965-1998-33 Ireland-US_Male_McCann_This Side of Brightness_1998.docx,1,82011,85.31,83.65,15.02,29.38,12.75,14.02,83.56,52.69,14.84,11.65,1.64,0.32,0.85,7.6,1.24,3.19,10.13,14.88,5,3.69,5.97,1.31,13.3,3.67,1.59,0.91,1.28,1.43,3.21,1.71,1.49,0.2,0.53,0.42,13.69,0.51,0.11,2.4,6.32,5.91,1.08,0.64,0.7,1.3,1.06,1.77,5.51,2.09,1.59,1.56,4.62,3.34,0.49,0.14,0.7,5.08,0.98,0.6,2.7,0.76,0.26,2.93,8.48,1.02,18.59,3.28,11.52,4.33,0.65,0.83,0.78,0.44,0.23,0.26,0.89,0.34,0.24,0.13,0.12,0.03,20.65,7.11,5.84,0.32,0.06,0.51,0.26,0.36,3.69,2.46,0,0.05
41,23,male,heterosexual,Colum McCann,Irish-American,1965,2009,44,Let the Great World Spin,English,English,1965-2009-44 Ireland-US_Male_McCann_Let the Great World Spin_2009.docx,1,130596,72.42,74.76,28.88,36.4,10.39,13.24,86.91,55.5,16.91,12.35,3.51,0.69,0.97,5.92,1.25,4.54,9.63,13.86,7.16,4.54,5.33,1.72,16.32,3.63,1.63,1.22,1.24,1.76,3.67,2.12,1.52,0.23,0.47,0.38,13.16,0.47,0.2,2.55,4.45,8.8,1.49,0.81,1.46,2.12,1.38,2.64,4.62,1.8,1.65,0.92,3.31,2.08,0.46,0.18,0.63,5.67,1.41,0.67,2.49,1.02,0.36,7.36,6.42,0.94,17.39,3.02,10.3,4.52,0.9,0.88,0.9,0.41,0.32,0.28,0.85,0.28,0.11,0.19,0.22,0.04,21.63,8.72,6.86,0.29,0.03,0.89,0.16,0.52,1.56,2.59,0.01,0
42,24,male,heterosexual,Stephen Kelman,British,1971,2011,40,Pigeon English,English,English,1971-2011-40 England_Male_Kelman_Pigeon English_2011.docx,1,70927,29.31,67.96,42.59,27.04,8.81,9.32,89.06,57.5,21.23,14.85,6.05,1,2.72,3.35,1.74,6.36,6.74,10.98,10.44,6.56,5,2.61,21.25,4.35,2.28,1.58,0.93,1.77,4.58,2.32,2.24,0.2,1.09,0.34,13.09,0.42,0.13,1.62,2.73,10.95,1.9,1.28,2.25,2.19,1.91,3.03,4.57,1.94,0.85,1.53,3.31,2.03,0.51,0.18,0.6,6.91,1.75,1,2.63,1.62,0.54,7.21,11.23,1.52,14.5,3.24,6.98,4.74,1.07,0.87,0.4,0.31,0.38,0.66,0.92,0.46,0.16,0.15,0.1,0.04,25.91,9.93,2.52,2.17,0,0.59,0.87,0.39,2.03,7.22,0.17,0.01
43,25,male,heterosexual,Adam Foulds,British,1974,2009,35,The Quickening Maze,English,English,1974-2009-35 England_Male_Foulds_The Quickening Maze_2009.docx,1,59773,64.74,86.17,5.66,44.25,10.48,17.12,84.58,53.85,16.72,12.45,1.62,0.32,1.46,7.91,1.13,4.26,7.32,13.65,7.69,4.3,5.78,1.69,16.08,4.27,1.88,1.11,0.65,1.33,4.94,2.94,1.93,0.48,0.42,0.52,14.95,0.57,0.18,2.96,6.01,8.79,1.93,0.9,1.44,1.75,1.22,2.46,5.46,2.13,1.33,1.76,3.63,2.32,0.68,0.05,0.57,5.41,1.29,0.75,2.5,0.79,0.41,7.59,5.87,1.04,14.82,2.51,8.69,4.12,1.02,0.69,0.65,0.36,0.38,0.16,0.72,0.1,0.04,0.3,0.31,0.02,25.21,8.92,7.52,0.14,0.07,0.75,0.09,0.22,2.68,4.77,0.01,0.03
44,26,male,heterosexual,Sunjeev Sahota,British,1981,2015,34,The Year of the Runaways,English,English,1981-2015-34 England_Male_Sahota_The Year of the Runaways_2015.docx,1,149020,63.76,89.69,12.07,32.81,9.47,14.55,85.98,53.54,16.83,12.87,1.68,0.45,1.65,7.91,1.19,3.94,8.01,13.24,7.91,4.51,5.85,1.73,18.27,4.17,1.77,1.33,1.2,1.66,3.43,1.9,1.49,0.39,0.35,0.39,16.43,0.88,0.17,3.26,5.96,8.63,1.7,0.97,1.56,2.17,1.15,2.35,4.79,1.86,1.81,1.09,3.02,1.9,0.4,0.08,0.67,5.69,1.36,0.89,2.36,1.04,0.4,8.68,6.48,1.41,17.71,3.04,9.96,5.32,1.26,0.75,1.36,0.61,0.21,0.08,0.48,0.11,0.04,0.13,0.2,0.02,26.84,9.29,5.69,0.14,0.03,1.23,0.15,0.52,3.2,6.57,0.01,0.03
45,27,male,heterosexual,G. K. Chesterton,British,1874,1909,35,The Ball and The Cross,English,English,England_Male_Chesterton_The Ball and The Cross_1909.docx,1,80010,76.59,76.49,23.81,25.9,17.45,16.44,85.53,55.08,14.11,8.59,1.67,0.71,1.54,3.61,1.06,5.52,9.3,14.35,7.3,4.29,6.94,1.35,14.64,5.27,2.68,1.62,1.17,1.96,5.08,2.5,2.49,0.43,0.83,0.57,11.44,0.12,0.15,0.45,4.17,10.36,2.11,0.84,1.29,2.95,1.58,3.36,4.47,1.87,1.75,0.76,2.02,1.23,0.45,0.1,0.25,5.54,1.19,0.76,2.8,0.77,0.44,6.69,6.1,1.04,14.48,2.21,8.3,4.17,0.9,0.59,0.42,0.26,0.86,0.28,0.48,0.09,0.03,0.15,0.22,0,20.09,5.18,6.31,0.21,0.79,0.51,0.26,1.41,4.32,0.82,0.11,0.16
46,27,male,heterosexual,G. K. Chesterton,British,1874,1914,40,The Flying Inn,English,English,England_Male_Chesterton_The Flying Inn_1914.docx,1,88989,77.39,71.79,17.51,37.52,19.92,16.83,84.42,54.62,13.24,7.71,1.52,0.51,1.29,3.69,0.7,5.53,9.42,14.43,7.62,4.59,6.81,1.58,14.59,5.12,2.75,1.71,0.91,2.18,4.58,2.59,1.92,0.32,0.5,0.47,10.69,0.15,0.19,0.87,3.78,11.24,2.14,1.03,1.49,3.17,1.71,3.57,3.98,1.69,1.58,0.6,2.32,0.92,0.43,0.18,0.82,5.38,1.12,0.79,2.63,0.88,0.4,6.37,6.22,1.07,13.36,1.86,7.42,4.14,1.17,1.01,0.45,0.41,0.78,0.17,0.42,0.06,0.05,0.12,0.2,0,19.11,4.75,6.74,0.09,0.87,0.43,0.23,0.58,3.57,1.61,0.24,0.01
47,28,male,heterosexual,Walter de la Mare,British,1873,1921,48,Memoirs of a Midget,English,English,England_Male_de la Mare_Memoirs of a Midget_1921.docx,1,151819,64.5,48.85,53.62,34.74,15.77,16.57,84.72,55.54,16.27,11.84,6.52,0.52,0.97,3.35,0.47,4.42,7.15,14.49,7.12,4.81,7.11,1.63,13.69,4.9,2.4,1.38,1,1.76,5.3,2.89,2.37,0.47,0.46,0.88,9.61,0.35,0.26,2.71,2.02,10.08,2.12,0.86,1.7,2.5,1.56,3.21,4.26,2.01,1.13,0.85,2.82,1.73,0.55,0.08,0.42,5.34,1.28,0.66,2.71,0.65,0.43,6.16,5.45,0.94,14.75,1.72,8.58,4.65,0.69,0.61,0.7,0.36,0.39,0.2,0.49,0.03,0.03,0.17,0.29,0,24.25,5.72,8.03,0.19,0.66,0.6,0.3,3.07,3.1,1.43,0.13,1.04
48,28,male,heterosexual,Walter de la Mare,British,1873,1910,37,The Return,English,English,England_Male_de la Mare_The Return_1910.docx,1,81123,56.1,74.53,32.76,23.44,14.11,16.46,87.45,55.37,16.45,11.31,3.28,0.62,2.06,4.94,0.42,5.13,7.08,13.14,7.64,5.89,6.67,1.92,16.15,4.47,2.19,1.45,0.95,1.98,4.98,2.39,2.54,0.61,0.41,0.82,12.42,0.35,0.41,1.5,4.5,11.58,2.79,0.84,1.76,3.09,1.88,3.28,4.96,2.14,1.85,0.84,2.68,1.7,0.68,0.06,0.27,6.05,1.45,0.7,3.09,0.83,0.4,5.94,7.89,1.24,15.67,2.41,8.33,5.39,1.25,0.44,0.83,0.28,0.35,0.29,0.69,0.02,0.02,0.28,0.4,0,27.67,6.04,8.73,0.12,1.02,1.09,0.36,3.36,2.6,4.31,0.03,0.01
49,29,male,heterosexual,Charles Dickens,British,1812,1859,47,A Tale of Two Cities,English,English,England_Male_Dickens_A Tale of Two Cities_1859.docx,1,137143,74,76.54,18.62,34.12,17.61,16.36,85.9,55.92,14.99,9.8,2.38,0.28,1.35,4.82,0.96,5.18,8.25,15.28,7.45,3.94,7.04,1.61,14.53,4.39,2.26,1.6,1.19,1.85,4.75,2.59,2.11,0.48,0.33,0.75,12.23,0.57,0.27,1.65,4.63,8.72,1.75,0.9,1.29,2.06,1.45,2.62,3.84,1.63,1.31,0.82,2.71,1.58,0.6,0.06,0.48,5.76,1.18,0.81,2.68,0.99,0.59,6.87,5.67,1.08,15.01,2.13,8.28,4.81,1.13,0.63,0.61,0.53,0.37,0.3,0.39,0.02,0.06,0.15,0.18,0,23.86,4.81,9.57,0.18,0.81,0.67,0.7,1.71,4.21,0.84,0.19,0.18
50,29,male,heterosexual,Charles Dickens,British,1812,1846,34,Dombey and Son,English,English,England_Male_Dickens_Dombey and Son_1846.docx,1,358418,67.21,82.15,13.46,45.16,19.97,16.8,86.27,54.8,15.11,10.15,2.29,0.24,1.34,5.68,0.61,4.95,7.05,14.84,7.28,4.44,7.63,1.69,14.84,4.5,2.38,1.84,0.75,1.79,5.54,3.27,2.21,0.48,0.31,0.94,14.46,0.69,0.35,3.22,5.1,9.84,2.01,1.03,1.53,2.51,1.48,2.84,4.09,1.66,1.53,0.86,2.51,1.45,0.57,0.09,0.39,6.65,1.26,0.84,3.59,0.99,0.47,6.14,6.26,1.13,14.45,2.03,7.72,4.9,1,0.49,0.78,0.39,0.3,0.2,0.49,0.02,0.1,0.15,0.24,0,24.65,3.81,10.58,0.2,0.92,0.51,0.74,1.91,2.26,3.55,0.17,0
51,30,male,heterosexual,Ford Madox Ford,British,1873,1908,35,The Fifth Queen Crowned,English,English,England_Male_Ford_The Fifth Queen Crowned_1908.docx,1,60665,59.69,89.03,5.9,41.38,16.41,11.6,86.34,58.13,17.92,12.53,2.53,0.24,1.9,7.08,0.78,5.39,8.06,13.47,8.14,4.45,6.75,1.34,15.57,3.75,1.74,1.31,0.68,1.62,4.12,2.47,1.61,0.33,0.38,0.52,16.77,0.65,0.1,4.73,5.61,7.72,1.33,1.04,1.34,1.49,1.14,2.71,4.4,1.53,2.04,0.78,2.62,1.93,0.33,0.08,0.25,6.39,1.1,1.08,3.96,0.93,0.3,7.76,5.21,1.55,13.46,2.36,7.44,4.03,0.68,0.31,0.68,0.25,1.04,0.25,0.58,0.04,0.09,0.06,0.41,0,22.76,5.26,6.92,0.09,0.5,0.4,0.58,2.34,0.07,6.31,0,0.28
52,30,male,heterosexual,Ford Madox Ford,British,1873,1915,42,The Good Soldier,English,English,England_Male_Ford_The Good Soldier_1915.docx,1,76206,61.29,73.68,7.99,44.64,18.58,15.96,87.85,58.89,17.34,11.02,2.86,0.31,0.68,6.38,0.8,6.3,7.43,15.27,9.18,4.55,6.33,1.79,16.49,4.22,2.1,1.29,1.33,1.86,4.98,2.97,1.94,0.36,0.43,0.49,13.11,0.64,0.26,4.74,3.19,11.81,2.45,0.98,2.15,2.96,1.89,3.06,3.09,1.43,1.01,0.58,2,0.89,0.5,0.21,0.26,5.27,1.37,0.76,2.01,1.14,0.41,7.9,5.77,0.83,12.72,1.84,6.75,4.31,0.89,0.49,0.54,0.7,0.46,0.23,0.42,0.05,0.01,0.14,0.23,0,16.86,5.71,5.83,0.23,0.65,0.2,0.09,2.31,0.81,1.01,0.03,0
53,31,male,heterosexual,Thomas Hardy,British,1840,1874,34,Far from the Madding Crowd,English,English,England_Male_Hardy_Far from the Madding Crowd_1874.docx,1,138072,75.39,71.66,21.56,38.88,15.58,16.63,84.14,54.87,13.7,9.06,2.34,0.24,1.37,4.46,0.65,4.64,8.75,14.9,7.93,4.55,6.45,1.9,15.24,4.62,2.42,1.59,1.11,1.87,4.66,2.66,1.92,0.4,0.31,0.64,11.19,0.31,0.18,2.64,2.96,9.66,1.94,0.98,1.45,2.31,1.55,2.81,4.07,1.59,1.61,0.76,2,1.16,0.43,0.07,0.27,4.67,1.04,0.73,2,0.88,0.41,6.84,6.14,1.3,15.09,2.28,8.02,4.99,0.68,0.88,1.02,0.37,0.38,0.24,0.75,0.02,0.19,0.25,0.31,0,24.06,5.47,6.98,0.16,0.54,0.54,0.6,3.34,4.37,1.99,0.06,0.01
54,31,male,heterosexual,Thomas Hardy,British,1840,1886,46,The Mayor of Casterbridge,English,English,England_Male_Hardy_The Mayor of Casterbridge_1886.docx,1,117679,71.57,76.39,18.03,36.31,17.77,17.64,84.92,55.99,15.02,10.04,2.14,0.28,1.17,5.65,0.8,4.97,8.29,15.14,7.95,4.55,6.6,1.83,15.39,4.7,2.59,1.75,1.09,1.73,4.17,2.35,1.75,0.38,0.31,0.55,12.71,0.54,0.21,3,3.94,9.72,2,1.03,1.5,2.25,1.31,2.97,3.57,1.48,1.37,0.61,1.76,0.99,0.38,0.08,0.3,4.75,1.11,0.74,1.99,0.88,0.42,7.71,5.53,1.23,15.56,2.35,8.27,5.16,0.95,0.53,0.82,0.68,0.25,0.18,0.66,0.02,0.17,0.23,0.28,0,22.38,4.91,6.61,0.07,0.81,0.53,0.53,3.18,3.94,1.71,0.07,0.01
55,32,male,heterosexual,Rudyard Kipling,British,1865,1896,31,Captains Courageous,English,English,England_Male_Kipling_Captains Courageous_1896.docx,1,53954,80.88,81.51,14.9,33.18,13.71,12.39,78.03,48.47,12.95,9.37,1.83,0.78,1.52,4.12,1.12,3.57,9.33,12.91,6.32,3.63,5.97,1.64,14.38,4.15,1.93,1.39,1.71,1.89,3.73,2.06,1.63,0.24,0.4,0.51,12.42,0.71,0.17,1.06,4.57,7.5,1.24,0.89,0.98,1.73,1.32,2.16,4.56,1.6,1.95,0.82,2.42,1.29,0.38,0.08,0.68,5.44,1.45,0.74,2.41,0.92,0.31,6.21,6.5,1,14.62,2.29,8.27,4.43,1.04,0.67,0.28,0.7,0.22,0.24,1.17,0.11,0.76,0.08,0.25,0.05,32.26,6.06,7.83,0.12,0.68,0.73,0.68,3.33,5.67,6.65,0.11,0.39
56,32,male,heterosexual,Rudyard Kipling,British,1865,1901,36,Kim,English,English,England_Male_Kipling_Kim_1901.docx,1,107527,79.85,74.91,21.17,42.73,12.89,13.54,82.87,52.78,13.64,9.56,2.85,0.57,1.43,3.74,0.97,4.07,9.63,13.48,6.81,3.72,6.25,1.48,14.33,4.4,1.9,1.59,1.35,1.67,4.5,2.7,1.77,0.27,0.43,0.43,11.74,0.42,0.17,0.71,4.51,8.29,1.61,0.92,1.16,1.58,1.44,2.65,3.89,1.56,1.41,0.73,2.54,1.41,0.55,0.06,0.58,5.54,1.23,0.76,2.75,0.99,0.33,5.52,7.06,1.17,13.97,2.3,7.61,4.22,1.11,0.69,0.36,0.71,1.05,0.22,0.6,0.03,0.2,0.13,0.3,0,26.11,6.46,6.46,0.13,0.47,0.83,0.7,4.32,0.18,6.33,0.13,0.12
57,33,male,heterosexual,George Meredith,British,1828,1875,47,Beauchamp's Career,English,English,England_Male_Meredith_Beauchamp_s Career_1875.docx,1,193780,76.45,85.37,3.05,46.47,15.81,19.76,82.6,55.19,15.76,11.63,2.13,0.65,1.38,6.52,0.94,4.13,8.12,15.45,7.9,2.93,5.66,1.72,14.18,3.74,1.87,1.19,0.83,1.16,5.67,3.37,2.24,0.42,0.62,0.56,15.24,0.62,0.36,3.11,5.06,9.19,2.08,0.88,1.62,1.93,1.23,2.87,3.36,1.17,1.38,0.64,1.95,0.97,0.48,0.11,0.32,6.17,1.78,0.92,2.71,0.82,0.49,5.27,6.62,1.07,10.82,1.67,6.02,3.21,1.23,0.58,0.41,0.44,0.51,0.2,0.36,0.03,0.02,0.11,0.22,0,21.73,5.8,6.66,0.61,0.84,0.61,0.6,1.43,1.96,3.18,0.05,0
58,33,male,heterosexual,George Meredith,British,1828,1865,37,Rhoda Fleming,English,English,England_Male_Meredith_Rhoda Fleming_1865.docx,1,152777,59.57,84.1,6.83,39.37,13.69,15.3,85.43,55.85,17.77,13.24,3.4,0.31,2.15,6.68,0.7,4.53,7.23,14.05,8.7,3.46,6.39,2.06,16.57,3.74,1.87,1.64,0.97,1.35,5.57,3.13,2.37,0.46,0.56,0.62,15.92,0.87,0.34,3.47,5.17,9.55,2.27,1.01,1.51,2.11,1.29,2.88,3.92,1.42,1.55,0.77,2.4,1.31,0.46,0.11,0.48,5.58,1.46,0.81,2.29,1.03,0.51,6.14,7.94,1.31,11.7,1.97,6.08,3.76,0.98,0.52,0.5,0.75,0.56,0.21,0.64,0.05,0.17,0.13,0.31,0,27.06,6.17,8.08,0.3,1.06,0.86,0.74,2.05,4.52,3.23,0.06,0
59,34,male,heterosexual,John Henry Newman,British,1801,1855,54,Callista,English,English,England_Male_Newman_Callista_1855.docx,1,95354,69.59,76,12.48,42.6,19.83,17.38,85.56,57.88,15.14,9.97,1.75,0.51,1.48,4.9,1.34,5.18,8.66,15,8.5,3.9,7.68,1.76,14.78,4.43,2.36,2.2,0.95,1.9,5.14,3.01,2.09,0.37,0.54,0.51,12.39,0.36,0.26,1.67,4.06,10.25,1.87,1.06,1.55,2.55,1.36,3.75,2.84,1.03,1.17,0.52,1.7,0.83,0.39,0.07,0.33,5.86,1.34,0.88,2.6,1.04,0.5,6.37,6.45,1.28,13.18,1.99,7.08,4.28,0.9,0.42,0.34,0.41,1.56,0.28,0.5,0.05,0.11,0.15,0.22,0,21.25,4.1,9.64,0.15,1.63,0.54,0.48,0.34,2.83,0.82,0.07,0.64
