"NovelID","AuthorID","Sex","Author","Nationality","Novel","WordCount","WordsPerSentence","pronoun","i","we","you","SheHe","they","ImpersonalPronouns","AuxiliaryVerb","adverb","negation","verb","adjective"
677,298,"female","Sara Ryan","American","Empress of the World",45490,10.44,20.22,6.87,0.99,2.23,3.61,0.68,5.83,9.62,5.78,2.24,20.52,4.23
678,299,"female","Sapphire","American","The Kid",135323,9.76,20.03,8.02,0.65,2.3,3.31,0.57,5.16,8.6,4.94,2.61,19.23,3.96
679,300,"female","Susan Sontag","American","The Volcano Lover",139928,16.84,14.01,1.91,0.29,0.67,5.79,0.98,4.36,7.94,3.91,1.78,14.47,4.59
680,301,"female","Valerie Taylor","American","Return to Lesbos",44001,11.07,16.89,2.57,0.29,1.95,6.32,0.75,4.99,9.2,4.62,2.46,19.63,4.79
681,301,"female","Valerie Taylor","American","Unlike Others",56182,11.01,17.17,2.65,0.28,1.74,6.58,0.72,5.18,9.08,4.63,2.32,19.81,4.95
682,301,"female","Valerie Taylor","American","Whisper Their Love",66244,12.08,15.91,1.76,0.28,1.59,6.5,0.82,4.95,8.47,4.73,2.19,18.51,4.6
683,302,"female","Mary Eleanor Wilkins Freeman","American","By the Light of the Soul",152707,14.06,17.26,1.92,0.14,1.42,8.72,0.49,4.57,8.53,4.5,2.21,17.95,4.69
684,302,"female","Mary Eleanor Wilkins Freeman","American","Evelina's Garden",17879,21.65,16.11,1.26,0.07,0.73,8.68,1.11,4.25,7.36,3.72,2.15,15.6,5.11
685,302,"female","Mary Eleanor Wilkins Freeman","American","Jane Field",49118,12.66,17.18,3.39,0.28,1.8,6.54,0.93,4.24,8.86,4.4,2.66,18.69,4.4
686,302,"female","Mary Eleanor Wilkins Freeman","American","Jerome, A Poor Man",139132,17.37,15.71,1.94,0.18,1.44,7.24,0.63,4.26,7.49,3.93,2.2,15.93,4.85
687,302,"female","Mary Eleanor Wilkins Freeman","American","Madelon",85280,16.69,16.94,1.99,0.12,1.63,8.41,0.78,4.01,6.98,3.71,2.12,15.79,4.7
688,302,"female","Mary Eleanor Wilkins Freeman","American","Pembroke",80865,14.61,16.87,2.2,0.13,1.69,8.17,0.74,3.94,7.85,4.08,2.5,17.56,4.7
689,302,"female","Mary Eleanor Wilkins Freeman","American","The Butterfly House",54226,15.92,15.73,2.01,0.11,1.28,6.88,0.58,4.87,8.75,4.34,2.11,16.49,4.84
690,302,"female","Mary Eleanor Wilkins Freeman","American","The Debtor",169371,14.65,16.08,2.07,0.24,1.31,7.16,0.75,4.54,8.16,4.39,2.01,16.77,4.4
691,302,"female","Mary Eleanor Wilkins Freeman","American","The Heart's Highway",74750,31.13,16.17,4.97,0.41,0.95,4.37,0.71,4.76,6.76,4.06,1.78,13.35,4.6
692,302,"female","Mary Eleanor Wilkins Freeman","American","The Jamesons",29133,22.96,16.04,2.55,1.97,0.36,4.89,1.18,5.08,8.69,4.5,2.07,16.95,4.62
693,302,"female","Mary Eleanor Wilkins Freeman","American","The Portion of Labor",165876,15.78,16.69,1.94,0.2,1.44,7.76,0.66,4.67,8.09,3.96,2.15,17.19,4.7
694,302,"female","Mary Eleanor Wilkins Freeman","American","The Shoulders of Atlas",78305,12.88,17.55,2.91,0.22,1.61,6.92,0.72,5.16,9.24,4.65,2.45,19.47,4.66
